brand,category,Size,Sleeve,Bust,Letter Size,Numeric Size,Waist,Hips,Length,Inseam,Height
Talbots Size Charts,Dresses and Suits - Alpha Sizes,L,,40 - 41½,,,33 - 34½,43 - 44½,,,
Talbots Size Charts,Dresses and Suits - Alpha Sizes,XL,,43½ - 45½,,,36½ - 38½,46½ - 48½,,,
Talbots Size Charts,Category 41,12,,41,,,35,43,,,
Talbots Size Charts,Category 41,14,,43,,,37,45,,,
Talbots Size Charts,Category 41,16,,45,,,39,47,,,
Talbots Size Charts,Category 41,18,,47,,,41,49,,,
Talbots Size Charts,Category 41,20,,49,,,43,51,,,
Talbots Size Charts,Category 41,22,,51,,,45,53,,,
Talbots Size Charts,Category 41,24,,53,,,47,55,,,
Talbots Size Charts,Category 42,X,,41,,,35,43,,,
Talbots Size Charts,Category 42,1X,,43 - 45,,,37 - 39,45 - 47,,,
Talbots Size Charts,Category 42,2X,,47 - 49,,,41 - 43,49 - 51,,,
Talbots Size Charts,Category 42,3X,,51 - 53,,,45 - 47,53 - 55,,,
Talbots Size Charts,Category 43,0,,31½,,,24½,34½,,,
Talbots Size Charts,Category 43,2,,32½,,,25½,35½,,,
Talbots Size Charts,Category 43,4,,33½,,,26½,36½,,,
Talbots Size Charts,Category 43,6,,34,,,27½,37½,,,
Talbots Size Charts,Category 43,8,,35,,,28½,38½,,,
Talbots Size Charts,Category 43,10,,36,,,29½,39½,,,
Talbots Size Charts,Category 43,12,,38,,,31,41,,,
Talbots Size Charts,Category 43,14,,39,,,32½,42½,,,
Talbots Size Charts,Category 43,16,,41,,,34,44,,,
Talbots Size Charts,Category 43,18,,43,,,36,46,,,
Talbots Size Charts,Category 43,20,,45,,,38,48,,,
Talbots Size Charts,Category 44,P,,31½ - 33½,,,24½ - 26½,34½ - 36½,,,
Talbots Size Charts,Category 44,S,,34 - 35,,,27½ - 28½,37½ - 38½,,,
Talbots Size Charts,Category 44,M,,36 - 38,,,29½ - 31,39½ - 41,,,
Talbots Size Charts,Category 44,L,,39 - 41,,,32½ - 34,42½ - 44,,,
Talbots Size Charts,Category 44,XL,,43 - 45,,,36 - 38,46 - 48,,,
Talbots Size Charts,Category 45,X,,40½,,,34½,42½,,,
Talbots Size Charts,Category 45,1X,,42½ - 44½,,,36½ - 38½,44½ - 46½,,,
Talbots Size Charts,Category 45,2X,,46½,,,40½,48½,,,
Talbots Size Charts,Category 45,3X,,48½ - 50½,,,42½ - 44½,50½ - 52½,,,
Talbots Size Charts,Category 46,12,,40½,,,34½,42½,,,
Talbots Size Charts,Category 46,14,,42½,,,36½,44½,,,
Talbots Size Charts,Category 46,16,,44½,,,38½,46½,,,
Talbots Size Charts,Category 46,18,,46½,,,40½,48½,,,
Talbots Size Charts,Category 46,20,,48½,,,42½,50½,,,
Talbots Size Charts,Category 46,22,,50½,,,44½,52½,,,
Talbots Size Charts,Category 47,2,,33,,,26,36,,,
Talbots Size Charts,Category 47,4,,34,,,27,37,,,
Talbots Size Charts,Category 47,6,,35,,,28,38,,,
Talbots Size Charts,Category 47,8,,36,,,29,39,,,
Talbots Size Charts,Category 47,10,,37,,,30,40,,,
Talbots Size Charts,Category 47,12,,38½,,,31½,41½,,,
Talbots Size Charts,Category 47,14,,40,,,33,43,,,
Talbots Size Charts,Category 47,16,,41½,,,34½,44½,,,
Talbots Size Charts,Category 47,18,,43½,,,36½,46½,,,
Talbots Size Charts,Category 47,20,,45½,,,38½,48½,,,
Talbots Size Charts,Category 48,XS,,33 - 34,,,26 - 27,36 - 37,,,
Talbots Size Charts,Category 48,S,,35 - 36,,,28 - 29,38 - 39,,,
Talbots Size Charts,Category 48,M,,37 - 38½,,,30 - 31½,40 - 41½,,,
Talbots Size Charts,Category 48,L,,40 - 41½,,,33 - 34½,43 - 44½,,,
Talbots Size Charts,Category 48,XL,,43½ - 45½,,,36½ - 38½,46½ - 48½,,,
Wet Seal Size Charts,Junior Tops - Alpha Sizes,XS,,31 - 32,,,,34 - 35,,,
Wet Seal Size Charts,Junior Tops - Alpha Sizes,S,,33 - 34,,,,36 - 37,,,
Wet Seal Size Charts,Junior Tops - Alpha Sizes,M,,35 - 36,,,,38 - 39,,,
Wet Seal Size Charts,Junior Tops - Alpha Sizes,L,,37 - 38,,,,40 - 41,,,
Wet Seal Size Charts,Junior Tops - Alpha Sizes,XL,,39 - 40½,,,,42 - 43½,,,
Wet Seal Size Charts,Junior Tops - Numeric Sizes,00,,31,,,,34,,,
Wet Seal Size Charts,Junior Tops - Numeric Sizes,0,,32,,,,35,,,
Wet Seal Size Charts,Junior Tops - Numeric Sizes,1 - 2,,33,,,,36,,,
Wet Seal Size Charts,Junior Tops - Numeric Sizes,3 - 4,,34,,,,37,,,
Wet Seal Size Charts,Junior Tops - Numeric Sizes,5 - 6,,35,,,,38,,,
Wet Seal Size Charts,Junior Tops - Numeric Sizes,7 - 8,,36,,,,39,,,
Wet Seal Size Charts,Junior Tops - Numeric Sizes,9 - 10,,37,,,,40,,,
Wet Seal Size Charts,Junior Tops - Numeric Sizes,11 - 12,,38,,,,41,,,
Wet Seal Size Charts,Junior Tops - Numeric Sizes,13 - 14,,39,,,,42,,,
Wet Seal Size Charts,Junior Tops - Numeric Sizes,15 - 16,,40½,,,,43½,,,
Wet Seal Size Charts,"Junior, Plus Tops - Numeric Sizes",12,,39,,,,41,,,
Wet Seal Size Charts,"Junior, Plus Tops - Numeric Sizes",16,,43,,,,45,,,
Wet Seal Size Charts,"Junior, Plus Tops - Numeric Sizes",18,,45,,,,47,,,
Wet Seal Size Charts,"Junior, Plus Tops - Numeric Sizes",20,,47,,,,49,,,
Wet Seal Size Charts,"Junior, Plus Tops - Numeric Sizes",22,,49,,,,51,,,
Wet Seal Size Charts,"Junior, Plus Tops - Numeric Sizes",24,,51,,,,53,,,
Wet Seal Size Charts,"Junior, Plus Tops - Numeric Sizes",26,,53,,,,55,,,
Wet Seal Size Charts,"Junior, Plus Tops - Numeric Sizes",28,,55,,,,57,,,
Wet Seal Size Charts,"Junior, Plus Tops - X Sizes",1X,,39 - 43,,,,41 - 45,,,
Wet Seal Size Charts,"Junior, Plus Tops - X Sizes",2X,,45 - 47,,,,47 - 49,,,
Wet Seal Size Charts,"Junior, Plus Tops - X Sizes",3X,,49 - 51,,,,51 - 53,,,
Wet Seal Size Charts,"Junior, Plus Tops - X Sizes",4X,,53 - 55,,,,55 - 57,,,
Wet Seal Size Charts,Junior Bottoms - Alpha Sizes,XS,,,,,24 - 25,34 - 35,,,
Wet Seal Size Charts,Junior Bottoms - Alpha Sizes,S,,,,,26 - 27,36 - 37,,,
Wet Seal Size Charts,Junior Bottoms - Alpha Sizes,M,,,,,28 - 29,38 - 39,,,
Wet Seal Size Charts,Junior Bottoms - Alpha Sizes,L,,,,,30 - 31,40 - 41,,,
Wet Seal Size Charts,Junior Bottoms - Alpha Sizes,XL,,,,,32 - 33½,42 - 43½,,,
Wet Seal Size Charts,"Junior, Plus Bottoms - Numeric Sizes",,,,,,,,Short,28 - 29,
Wet Seal Size Charts,"Junior, Plus Bottoms - Numeric Sizes",,,,,,,,Regular,31 - 32,
Wet Seal Size Charts,"Junior, Plus Bottoms - Numeric Sizes",,,,,,,,Long,34 - 35,
Wet Seal Size Charts,Junior Bottoms - Numeric Sizes,12,,,,,32,41,,,
Wet Seal Size Charts,Junior Bottoms - Numeric Sizes,16,,,,,36,45,,,
Wet Seal Size Charts,Junior Bottoms - Numeric Sizes,18,,,,,38,47,,,
Wet Seal Size Charts,Junior Bottoms - Numeric Sizes,20,,,,,40,49,,,
Wet Seal Size Charts,Junior Bottoms - Numeric Sizes,22,,,,,42,51,,,
Wet Seal Size Charts,Junior Bottoms - Numeric Sizes,24,,,,,44,53,,,
Wet Seal Size Charts,Junior Bottoms - Numeric Sizes,26,,,,,46,55,,,
Wet Seal Size Charts,Junior Bottoms - Numeric Sizes,28,,,,,48,57,,,
Wet Seal Size Charts,"Junior, Plus Bottoms - X Sizes",,,,,,,,Short,28 - 29,
Wet Seal Size Charts,"Junior, Plus Bottoms - X Sizes",,,,,,,,Regular,31 - 32,
Wet Seal Size Charts,"Junior, Plus Bottoms - X Sizes",,,,,,,,Long,34 - 35,
Wet Seal Size Charts,Junior Jeans - Alpha Sizes,00,,,,,24,34,,,
Wet Seal Size Charts,Junior Jeans - Alpha Sizes,0,,,,,25,35,,,
Wet Seal Size Charts,Junior Jeans - Alpha Sizes,1 - 2,,,,,26,36,,,
Wet Seal Size Charts,Junior Jeans - Alpha Sizes,3 - 4,,,,,27,37,,,
Wet Seal Size Charts,Junior Jeans - Alpha Sizes,5 - 6,,,,,28,38,,,
Wet Seal Size Charts,Junior Jeans - Alpha Sizes,7 - 8,,,,,29,39,,,
Wet Seal Size Charts,Junior Jeans - Alpha Sizes,9 - 10,,,,,30,40,,,
Wet Seal Size Charts,Junior Jeans - Alpha Sizes,11 - 12,,,,,31,41,,,
Wet Seal Size Charts,Junior Jeans - Alpha Sizes,13 - 14,,,,,32,42,,,
Wet Seal Size Charts,Junior Jeans - Alpha Sizes,15 - 16,,,,,33½,43½,,,
Wet Seal Size Charts,Junior Jeans - Numeric Sizes,,,,,,,,Short,28 - 29,
Wet Seal Size Charts,Junior Jeans - Numeric Sizes,,,,,,,,Regular,31 - 32,
Wet Seal Size Charts,Junior Jeans - Numeric Sizes,,,,,,,,Long,34 - 35,
Wet Seal Size Charts,Junior Dresses - Alpha Sizes,1X,,,,,32 - 36,41 - 45,,,
Wet Seal Size Charts,Junior Dresses - Alpha Sizes,2X,,,,,38 - 40,47 - 49,,,
Wet Seal Size Charts,Junior Dresses - Alpha Sizes,3X,,,,,42 - 44,51 - 53,,,
Wet Seal Size Charts,Junior Dresses - Alpha Sizes,4X,,,,,46 - 48,55 - 57,,,
Wet Seal Size Charts,"Junior, Plus Dresses - Numeric Sizes",,,,,,,,Short,28 - 29,
Wet Seal Size Charts,"Junior, Plus Dresses - Numeric Sizes",,,,,,,,Regular,31 - 32,
Wet Seal Size Charts,"Junior, Plus Dresses - Numeric Sizes",,,,,,,,Long,34 - 35,
Wet Seal Size Charts,Junior Dresses - Numeric Sizes,XS,,,,,24 - 25,33½ - 34½,,,
Wet Seal Size Charts,Junior Dresses - Numeric Sizes,S,,,,,26 - 27,35½ - 36½,,,
Wet Seal Size Charts,Junior Dresses - Numeric Sizes,M,,,,,28 - 29,37½ - 38½,,,
Wet Seal Size Charts,Junior Dresses - Numeric Sizes,L,,,,,30 - 31½,39½ - 41,,,
Wet Seal Size Charts,Junior Dresses - Numeric Sizes,XL,,,,,33 - 34½,42½ - 44,,,
Wet Seal Size Charts,Junior Dresses - Numeric Sizes,XXL,,,,,36,45½,,,
Wet Seal Size Charts,"Junior, Plus Dresses - X Sizes",,,,,,,,Short,28 - 29,
Wet Seal Size Charts,"Junior, Plus Dresses - X Sizes",,,,,,,,Regular,31 - 32,
Wet Seal Size Charts,"Junior, Plus Dresses - X Sizes",,,,,,,,Long,34 - 35,
Wet Seal Size Charts,Junior Jackets - Alpha Sizes,00,,,,,24,33½,,,
Wet Seal Size Charts,Junior Jackets - Alpha Sizes,0,,,,,25,34½,,,
Wet Seal Size Charts,Junior Jackets - Alpha Sizes,1,,,,,26,35½,,,
Wet Seal Size Charts,Junior Jackets - Alpha Sizes,3,,,,,27,36½,,,
Wet Seal Size Charts,Junior Jackets - Alpha Sizes,5,,,,,28,37½,,,
Wet Seal Size Charts,Junior Jackets - Alpha Sizes,7,,,,,29,38½,,,
Wet Seal Size Charts,Junior Jackets - Alpha Sizes,9,,,,,30,39½,,,
Wet Seal Size Charts,Junior Jackets - Alpha Sizes,11,,,,,31½,41,,,
Wet Seal Size Charts,Junior Jackets - Alpha Sizes,13,,,,,33,42½,,,
Wet Seal Size Charts,Junior Jackets - Alpha Sizes,15,,,,,34½,44,,,
Wet Seal Size Charts,Junior Jackets - Alpha Sizes,17,,,,,36,45½,,,
Wet Seal Size Charts,"Junior, Plus Jackets - Numeric Sizes",,,,,,,,Short,28 - 29,
Wet Seal Size Charts,"Junior, Plus Jackets - Numeric Sizes",,,,,,,,Regular,31 - 32,
Wet Seal Size Charts,"Junior, Plus Jackets - Numeric Sizes",,,,,,,,Long,34 - 35,
Wet Seal Size Charts,Junior Jackets - Numeric Sizes,XS,,31 - 32,,,24 - 25,34 - 35,,,
Wet Seal Size Charts,Junior Jackets - Numeric Sizes,S,,33 - 34,,,26 - 27,36 - 37,,,
Wet Seal Size Charts,Junior Jackets - Numeric Sizes,M,,35 - 36,,,28 - 29,38 - 39,,,
Wet Seal Size Charts,Junior Jackets - Numeric Sizes,L,,37 - 38,,,30 - 31,40 - 41,,,
Wet Seal Size Charts,Junior Jackets - Numeric Sizes,XL,,39 - 40½,,,32 - 33½,42 - 43½,,,
Wet Seal Size Charts,"Junior, Plus Jackets - X Sizes",12,,39,,,32,41,,,
Wet Seal Size Charts,"Junior, Plus Jackets - X Sizes",16,,43,,,36,45,,,
Wet Seal Size Charts,"Junior, Plus Jackets - X Sizes",18,,45,,,38,47,,,
Wet Seal Size Charts,"Junior, Plus Jackets - X Sizes",20,,47,,,40,49,,,
Wet Seal Size Charts,"Junior, Plus Jackets - X Sizes",22,,49,,,42,51,,,
Wet Seal Size Charts,"Junior, Plus Jackets - X Sizes",24,,51,,,44,53,,,
Wet Seal Size Charts,"Junior, Plus Jackets - X Sizes",26,,53,,,46,55,,,
Wet Seal Size Charts,"Junior, Plus Jackets - X Sizes",28,,55,,,48,57,,,
Wet Seal Size Charts,Category 19,00,,31,,,24,34,,,
Wet Seal Size Charts,Category 19,0,,32,,,25,35,,,
Wet Seal Size Charts,Category 19,1 - 2,,33,,,26,36,,,
Wet Seal Size Charts,Category 19,3 - 4,,34,,,27,37,,,
Wet Seal Size Charts,Category 19,5 - 6,,35,,,28,38,,,
Wet Seal Size Charts,Category 19,7 - 8,,36,,,29,39,,,
Wet Seal Size Charts,Category 19,9 - 10,,37,,,30,40,,,
Wet Seal Size Charts,Category 19,11 - 12,,38,,,31,41,,,
Wet Seal Size Charts,Category 19,13 - 14,,39,,,32,42,,,
Wet Seal Size Charts,Category 19,15 - 16,,40½,,,33½,43½,,,
Wet Seal Size Charts,Category 20,1X,,39 - 43,,,32 - 36,41 - 45,,,
Wet Seal Size Charts,Category 20,2X,,45 - 47,,,38 - 40,47 - 49,,,
Wet Seal Size Charts,Category 20,3X,,49 - 51,,,42 - 44,51 - 53,,,
Wet Seal Size Charts,Category 20,4X,,53 - 55,,,46 - 48,55 - 57,,,
Wet Seal Size Charts,Category 21,XS,,31 - 32,,,,34 - 35,,,
Wet Seal Size Charts,Category 21,S,,33 - 34,,,,36 - 37,,,
Wet Seal Size Charts,Category 21,M,,35 - 36,,,,38 - 39,,,
Wet Seal Size Charts,Category 21,L,,37 - 38,,,,40 - 41,,,
Wet Seal Size Charts,Category 21,XL,,39 - 40½,,,,42 - 43½,,,
Wet Seal Size Charts,Category 22,12,,39,,,,41,,,
Wet Seal Size Charts,Category 22,16,,43,,,,45,,,
Wet Seal Size Charts,Category 22,18,,45,,,,47,,,
Wet Seal Size Charts,Category 22,20,,47,,,,49,,,
Wet Seal Size Charts,Category 22,22,,49,,,,51,,,
Wet Seal Size Charts,Category 22,24,,51,,,,53,,,
Wet Seal Size Charts,Category 22,26,,53,,,,55,,,
Wet Seal Size Charts,Category 22,28,,55,,,,57,,,
Wet Seal Size Charts,Category 23,00,,31,,,,34,,,
Wet Seal Size Charts,Category 23,0,,32,,,,35,,,
Wet Seal Size Charts,Category 23,1 - 2,,33,,,,36,,,
Wet Seal Size Charts,Category 23,3 - 4,,34,,,,37,,,
Wet Seal Size Charts,Category 23,5 - 6,,35,,,,38,,,
Wet Seal Size Charts,Category 23,7 - 8,,36,,,,39,,,
Wet Seal Size Charts,Category 23,9 - 10,,37,,,,40,,,
Wet Seal Size Charts,Category 23,11 - 12,,38,,,,41,,,
Wet Seal Size Charts,Category 23,13 - 14,,39,,,,42,,,
Wet Seal Size Charts,Category 23,15 - 16,,40½,,,,43½,,,
Wet Seal Size Charts,Category 24,1X,,39 - 43,,,,41 - 45,,,
Wet Seal Size Charts,Category 24,2X,,45 - 47,,,,47 - 49,,,
Wet Seal Size Charts,Category 24,3X,,49 - 51,,,,51 - 53,,,
Wet Seal Size Charts,Category 24,4X,,53 - 55,,,,55 - 57,,,
Jones New York Size Charts,Tops - Alpha Sizes,XS,,32½ - 33½,,,25½ - 26½,,,,
Jones New York Size Charts,Tops - Alpha Sizes,S,,34½ - 35½,,,27½ - 28½,,,,
Jones New York Size Charts,Tops - Alpha Sizes,M,,36½ - 37½,,,29½ - 30½,,,,
Jones New York Size Charts,Tops - Alpha Sizes,L,,39 - 40½,,,32 - 33½,,,,
Jones New York Size Charts,Tops - Alpha Sizes,XL,,42½ - 44½,,,35½ - 37½,,,,
Jones New York Size Charts,Petite Tops - Alpha Sizes,P,,32 - 33,,,24½ - 25½,,,,
Jones New York Size Charts,Petite Tops - Alpha Sizes,S,,34 - 35,,,26½ - 27½,,,,
Jones New York Size Charts,Petite Tops - Alpha Sizes,M,,36 - 37,,,28½ - 29½,,,,
Jones New York Size Charts,Petite Tops - Alpha Sizes,L,,38½ - 40,,,31 - 32½,,,,
Jones New York Size Charts,Petite Tops - Alpha Sizes,XL,,42 - 44,,,34½ - 36½,,,,
Jones New York Size Charts,Tops - Numeric Sizes,0,,32½,,,25½,,,,
Jones New York Size Charts,Tops - Numeric Sizes,2,,33½,,,26½,,,,
Jones New York Size Charts,Tops - Numeric Sizes,4,,34½,,,27½,,,,
Jones New York Size Charts,Tops - Numeric Sizes,6,,35½,,,28½,,,,
Jones New York Size Charts,Tops - Numeric Sizes,8,,36½,,,29½,,,,
Jones New York Size Charts,Tops - Numeric Sizes,10,,37½,,,30½,,,,
Jones New York Size Charts,Tops - Numeric Sizes,12,,39,,,32,,,,
Jones New York Size Charts,Tops - Numeric Sizes,14,,40½,,,33½,,,,
Jones New York Size Charts,Tops - Numeric Sizes,16,,42½,,,35½,,,,
Jones New York Size Charts,Tops - Numeric Sizes,18,,44½,,,37½,,,,
Jones New York Size Charts,Petite Tops - Numeric Sizes,0,,32,,,24½,,,,
Jones New York Size Charts,Petite Tops - Numeric Sizes,2,,33,,,25½,,,,
Jones New York Size Charts,Petite Tops - Numeric Sizes,4,,34,,,26½,,,,
Jones New York Size Charts,Petite Tops - Numeric Sizes,6,,35,,,27½,,,,
Jones New York Size Charts,Petite Tops - Numeric Sizes,8,,36,,,28½,,,,
Jones New York Size Charts,Petite Tops - Numeric Sizes,10,,37,,,29½,,,,
Jones New York Size Charts,Petite Tops - Numeric Sizes,12,,38½,,,31,,,,
Jones New York Size Charts,Petite Tops - Numeric Sizes,14,,40,,,32½,,,,
Jones New York Size Charts,Petite Tops - Numeric Sizes,16,,42,,,34½,,,,
Jones New York Size Charts,Petite Tops - Numeric Sizes,18,,44,,,36½,,,,
Jones New York Size Charts,Plus Tops - Numeric Sizes,14,,43½,,,34½,,,,
Jones New York Size Charts,Plus Tops - Numeric Sizes,16,,45,,,36,,,,
Jones New York Size Charts,Plus Tops - Numeric Sizes,18,,47,,,38,,,,
Jones New York Size Charts,Plus Tops - Numeric Sizes,20,,49,,,40,,,,
Jones New York Size Charts,Plus Tops - Numeric Sizes,22,,51,,,42,,,,
Jones New York Size Charts,Plus Tops - Numeric Sizes,24,,53,,,44,,,,
Jones New York Size Charts,Plus Tops - X Sizes,0X,,42,,,33,,,,
Jones New York Size Charts,Plus Tops - X Sizes,1X,,43½ - 45,,,34½ - 36,,,,
Jones New York Size Charts,Plus Tops - X Sizes,2X,,47 - 49,,,38 - 40,,,,
Jones New York Size Charts,Plus Tops - X Sizes,3X,,51 - 53,,,42 - 44,,,,
Jones New York Size Charts,Bottoms - Numeric Sizes,0,,,,,25½,35,,,
Jones New York Size Charts,Bottoms - Numeric Sizes,2,,,,,26½,36,,,
Jones New York Size Charts,Bottoms - Numeric Sizes,4,,,,,27½,37,,,
Jones New York Size Charts,Bottoms - Numeric Sizes,6,,,,,28½,38,,,
Jones New York Size Charts,Bottoms - Numeric Sizes,8,,,,,29½,39,,,
Jones New York Size Charts,Bottoms - Numeric Sizes,10,,,,,30½,40,,,
Jones New York Size Charts,Bottoms - Numeric Sizes,12,,,,,32,41½,,,
Jones New York Size Charts,Bottoms - Numeric Sizes,14,,,,,33½,43,,,
Jones New York Size Charts,Bottoms - Numeric Sizes,16,,,,,35½,45,,,
Jones New York Size Charts,Bottoms - Numeric Sizes,18,,,,,37½,47,,,
Jones New York Size Charts,Bottoms - Alpha Sizes,,,,,,,,Inseam,27 - 34,
Jones New York Size Charts,Petite Bottoms - Alpha Sizes,XS,,,,,25½ - 26½,35 - 36,,,
Jones New York Size Charts,Petite Bottoms - Alpha Sizes,S,,,,,27½ - 28½,37 - 38,,,
Jones New York Size Charts,Petite Bottoms - Alpha Sizes,M,,,,,29½ - 30½,39 - 40,,,
Jones New York Size Charts,Petite Bottoms - Alpha Sizes,L,,,,,32 - 33½,41½ - 43,,,
Jones New York Size Charts,Petite Bottoms - Alpha Sizes,XL,,,,,35½ - 37½,45 - 47,,,
Jones New York Size Charts,Petite Bottoms - Numeric Sizes,,,,,,,,Inseam,27 - 34,
Jones New York Size Charts,Plus Bottoms - Numeric Sizes,P,,,,,24½ - 25½,34 - 35,,,
Jones New York Size Charts,Plus Bottoms - Numeric Sizes,S,,,,,26½ - 27½,36 - 37,,,
Jones New York Size Charts,Plus Bottoms - Numeric Sizes,M,,,,,28½ - 29½,38 - 39,,,
Jones New York Size Charts,Plus Bottoms - Numeric Sizes,L,,,,,31 - 32½,40½ - 42,,,
Jones New York Size Charts,Plus Bottoms - Numeric Sizes,XL,,,,,34½ - 36½,44 - 46,,,
Jones New York Size Charts,Plus Bottoms - X Sizes,,,,,,,,Inseam,27 - 34,
Jones New York Size Charts,Dresses - Numeric Sizes,0,,,,,24½,34,,,
Jones New York Size Charts,Dresses - Numeric Sizes,2,,,,,25½,35,,,
Jones New York Size Charts,Dresses - Numeric Sizes,4,,,,,26½,36,,,
Jones New York Size Charts,Dresses - Numeric Sizes,6,,,,,27½,37,,,
Jones New York Size Charts,Dresses - Numeric Sizes,8,,,,,28½,38,,,
Jones New York Size Charts,Dresses - Numeric Sizes,10,,,,,29½,39,,,
Jones New York Size Charts,Dresses - Numeric Sizes,12,,,,,31,40½,,,
Jones New York Size Charts,Dresses - Numeric Sizes,14,,,,,32½,42,,,
Jones New York Size Charts,Dresses - Numeric Sizes,16,,,,,34½,44,,,
Jones New York Size Charts,Dresses - Numeric Sizes,18,,,,,36½,46,,,
Jones New York Size Charts,Dresses - Alpha Sizes,,,,,,,,Inseam,27 - 34,
Jones New York Size Charts,Petite Dresses - Alpha Sizes,14,,,,,34½,46½,,,
Jones New York Size Charts,Petite Dresses - Alpha Sizes,16,,,,,36,48,,,
Jones New York Size Charts,Petite Dresses - Alpha Sizes,18,,,,,38,50,,,
Jones New York Size Charts,Petite Dresses - Alpha Sizes,20,,,,,40,52,,,
Jones New York Size Charts,Petite Dresses - Alpha Sizes,22,,,,,42,54,,,
Jones New York Size Charts,Petite Dresses - Alpha Sizes,24,,,,,44,56,,,
Jones New York Size Charts,Petite Dresses - Numeric Sizes,,,,,,,,Inseam,23 - 33,
Jones New York Size Charts,Plus Dresses - Numeric Sizes,0X,,,,,33,45,,,
Jones New York Size Charts,Plus Dresses - Numeric Sizes,1X,,,,,34½ - 36,46½ - 48,,,
Jones New York Size Charts,Plus Dresses - Numeric Sizes,2X,,,,,38 - 40,50 - 52,,,
Jones New York Size Charts,Plus Dresses - Numeric Sizes,3X,,,,,42 - 44,54 - 56,,,
Jones New York Size Charts,Plus Dresses - X Sizes,0,,32½,,,25½,35,,,
Jones New York Size Charts,Plus Dresses - X Sizes,2,,33½,,,26½,36,,,
Jones New York Size Charts,Plus Dresses - X Sizes,4,,34½,,,27½,37,,,
Jones New York Size Charts,Plus Dresses - X Sizes,6,,35½,,,28½,38,,,
Jones New York Size Charts,Plus Dresses - X Sizes,8,,36½,,,29½,39,,,
Jones New York Size Charts,Plus Dresses - X Sizes,10,,37½,,,30½,40,,,
Jones New York Size Charts,Plus Dresses - X Sizes,12,,39,,,32,41½,,,
Jones New York Size Charts,Plus Dresses - X Sizes,14,,40½,,,33½,43,,,
Jones New York Size Charts,Plus Dresses - X Sizes,16,,42½,,,35½,45,,,
Jones New York Size Charts,Plus Dresses - X Sizes,18,,44½,,,37½,47,,,
Jones New York Size Charts,Jackets and Blazers - Alpha Sizes,XS,,32½ - 33½,,,25½ - 26½,35 - 36,,,
Jones New York Size Charts,Jackets and Blazers - Alpha Sizes,S,,34½ - 35½,,,27½ - 28½,37 - 38,,,
Jones New York Size Charts,Jackets and Blazers - Alpha Sizes,M,,36½ - 37½,,,29½ - 30½,39 - 40,,,
Jones New York Size Charts,Jackets and Blazers - Alpha Sizes,L,,39 - 40½,,,32 - 33½,41½ - 43,,,
Jones New York Size Charts,Jackets and Blazers - Alpha Sizes,XL,,42½ - 44½,,,35½ - 37½,45 - 47,,,
Jones New York Size Charts,Petite Jackets and Blazers - Alpha Sizes,P,,32 - 33,,,24½ - 25½,34 - 35,,,
Jones New York Size Charts,Petite Jackets and Blazers - Alpha Sizes,S,,34 - 35,,,26½ - 27½,36 - 37,,,
Jones New York Size Charts,Petite Jackets and Blazers - Alpha Sizes,M,,36 - 37,,,28½ - 29½,38 - 39,,,
Jones New York Size Charts,Petite Jackets and Blazers - Alpha Sizes,L,,38½ - 40,,,31 - 32½,40½ - 42,,,
Jones New York Size Charts,Petite Jackets and Blazers - Alpha Sizes,XL,,42 - 44,,,34½ - 36½,44 - 46,,,
Jones New York Size Charts,Jackets and Blazers - Numeric Sizes,0,,32,,,24½,34,,,
Jones New York Size Charts,Jackets and Blazers - Numeric Sizes,2,,33,,,25½,35,,,
Jones New York Size Charts,Jackets and Blazers - Numeric Sizes,4,,34,,,26½,36,,,
Jones New York Size Charts,Jackets and Blazers - Numeric Sizes,6,,35,,,27½,37,,,
Jones New York Size Charts,Jackets and Blazers - Numeric Sizes,8,,36,,,28½,38,,,
Jones New York Size Charts,Jackets and Blazers - Numeric Sizes,10,,37,,,29½,39,,,
Jones New York Size Charts,Jackets and Blazers - Numeric Sizes,12,,38½,,,31,40½,,,
Jones New York Size Charts,Jackets and Blazers - Numeric Sizes,14,,40,,,32½,42,,,
Jones New York Size Charts,Jackets and Blazers - Numeric Sizes,16,,42,,,34½,44,,,
